pair_id,source_x_m,source_z_m,receiver_x_m,receiver_z_m,offset_m,travel_time_s,travel_time_ms,noise_ms,observed_travel_time_ms,observed_travel_time_s
1,5.0,0.0,10.0,0.0,5.0,0.009389658165949,9.389658165949005,-1.3599399938659764,8.029718172083028,0.008029718172083028
2,5.0,0.0,14.0,0.0,9.0,0.0169013846987082,16.901384698708203,0.8945360792562351,17.795920777964437,0.017795920777964436
3,5.0,0.0,18.0,0.0,13.0,0.0244131112314674,24.413111231467404,0.3509080817419299,24.764019313209335,0.024764019313209335
4,5.0,0.0,22.0,0.0,17.0,0.0319248377642266,31.9248377642266,1.2170465533083246,33.141884317534924,0.033141884317534925
5,5.0,0.0,26.0,0.0,21.0,0.0394365642969858,39.43656429698581,1.3732218149011186,40.80978611188693,0.04080978611188693
6,5.0,0.0,30.0,0.0,25.0,0.046948290829745,46.94829082974501,-1.1391112477587935,45.80917958198622,0.04580917958198622
7,5.0,0.0,34.0,0.0,29.0,0.0544600173625042,54.4600173625042,-0.08355720239287927,54.37646016011132,0.05437646016011132
8,5.0,0.0,38.0,0.0,33.0,0.0619717438952634,61.971743895263415,1.0567801966696382,63.02852409193305,0.06302852409193305
9,5.0,0.0,42.0,0.0,37.0,0.0694834704280226,69.48347042802263,0.009695688348544045,69.49316611637117,0.06949316611637117
10,5.0,0.0,46.0,0.0,41.0,0.0769951969607818,76.99519696078181,0.2817941819791874,77.276991142761,0.077276991142761
11,5.0,0.0,50.0,0.0,45.0,0.084506923493541,84.50692349354102,-1.8508428290401313,82.65608066450089,0.08265608066450089
12,5.0,0.0,54.0,0.0,49.0,0.0920186500263002,92.01865002630022,-0.8031411219540984,91.21550890434612,0.09121550890434613
13,5.0,0.0,58.0,0.0,53.0,0.0981071385122477,98.1071385122478,0.025432220406360024,98.13257073265416,0.09813257073265416
14,5.0,0.0,62.0,0.0,57.0,0.0984503754782384,98.45037547823848,0.7809141534284986,99.23128963166698,0.09923128963166698
15,5.0,0.0,66.0,0.0,61.0,0.0957189598630749,95.718959863075,-0.32078347152987086,95.39817639154514,0.09539817639154513
16,5.0,0.0,70.0,0.0,65.0,0.0958318680430404,95.83186804304049,-0.10651513896456741,95.72535290407592,0.09572535290407592
17,5.0,0.0,74.0,0.0,69.0,0.0984985816927478,98.4985816927478,-0.18249491684323152,98.31608677590458,0.09831608677590457
18,5.0,0.0,78.0,0.0,73.0,0.1017279644752118,101.72796447521183,-0.8224337798546515,100.90553069535719,0.10090553069535718
19,5.0,0.0,82.0,0.0,77.0,0.106124033482494,106.12403348249404,0.5420895432745221,106.66612302576857,0.10666612302576857
20,5.0,0.0,86.0,0.0,81.0,0.1107180891552099,110.71808915521,-1.3062332431201646,109.41185591208983,0.10941185591208984
21,5.0,0.0,90.0,0.0,85.0,0.1141485731055495,114.14857310554952,-1.2824793052747743,112.86609380027474,0.11286609380027474
22,5.0,0.0,94.0,0.0,89.0,0.1201860638760669,120.18606387606698,0.34051227639202186,120.526576152459,0.120526576152459
23,5.0,0.0,98.0,0.0,93.0,0.1244819622100077,124.48196221000778,-1.2858106876270445,123.19615152238073,0.12319615152238073
24,5.0,0.0,102.0,0.0,97.0,0.1305596258643717,130.55962586437178,1.1070560630363604,131.66668192740815,0.13166668192740816
25,5.0,0.0,106.0,0.0,101.0,0.1358112314396876,135.8112314396876,0.26475036284586323,136.07598180253345,0.13607598180253344
26,5.0,0.0,110.0,0.0,105.0,0.142541946709815,142.54194670981505,1.3348679219284036,143.87681463174346,0.14387681463174345
27,5.0,0.0,114.0,0.0,109.0,0.1474588873305958,147.45888733059587,1.3648279067477036,148.82371523734358,0.14882371523734358
28,5.0,0.0,118.0,0.0,113.0,0.1529230375521927,152.9230375521927,0.05204690221646884,152.97508445440917,0.15297508445440916
29,25.0,0.0,2.0,0.0,23.0,0.0431924275633654,43.19242756336541,-0.4126433111940156,42.779784252171396,0.042779784252171396
30,25.0,0.0,6.0,0.0,19.0,0.0356807010306062,35.68070103060621,1.1860519882830902,36.8667530188893,0.036866753018889295
31,25.0,0.0,10.0,0.0,15.0,0.028168974497847,28.168974497847007,0.5449882842196773,28.713962782066684,0.028713962782066685
32,25.0,0.0,14.0,0.0,11.0,0.0206572479650878,20.657247965087805,0.8650613287868556,21.52230929387466,0.02152230929387466
33,25.0,0.0,18.0,0.0,7.0,0.0131455214323286,13.145521432328604,0.2623910798295395,13.407912512158143,0.013407912512158143
34,25.0,0.0,30.0,0.0,5.0,0.009389658165949,9.389658165949005,0.15073766411811507,9.54039583006712,0.00954039583006712
35,25.0,0.0,34.0,0.0,9.0,0.0169013846987082,16.901384698708206,-0.6414710688802071,16.259913629828,0.016259913629828
36,25.0,0.0,38.0,0.0,13.0,0.0244131112314674,24.413111231467404,-0.2740997586997311,24.139011472767674,0.024139011472767674
37,25.0,0.0,42.0,0.0,17.0,0.0319248377642266,31.9248377642266,0.9473441502280862,32.872181914454686,0.032872181914454686
38,25.0,0.0,46.0,0.0,21.0,0.0394365642969858,39.43656429698581,-0.8856886977855521,38.55087559920025,0.03855087559920025
39,25.0,0.0,50.0,0.0,25.0,0.046948290829745,46.94829082974501,-1.412125029444144,45.53616580030087,0.04553616580030087
40,25.0,0.0,54.0,0.0,29.0,0.0544600173625042,54.4600173625042,2.3347628547587664,56.79478021726297,0.05679478021726297
41,25.0,0.0,58.0,0.0,33.0,0.0619717438952634,61.97174389526341,-0.5230729512508175,61.44867094401259,0.06144867094401259
42,25.0,0.0,62.0,0.0,37.0,0.0694834704280226,69.48347042802261,-0.29846728838399433,69.18500313963862,0.06918500313963863
43,25.0,0.0,66.0,0.0,41.0,0.0761310435394235,76.1310435394235,1.9766910390323003,78.1077345784558,0.07810773457845581
44,25.0,0.0,70.0,0.0,45.0,0.0784931784643949,78.49317846439499,-1.374860836741163,77.11831762765382,0.07711831762765382
45,25.0,0.0,74.0,0.0,49.0,0.081478169716923,81.47816971692299,-0.3622837958475966,81.11588592107539,0.0811158859210754
46,25.0,0.0,78.0,0.0,53.0,0.0840300633616527,84.03006336165278,-0.6038449965125521,83.42621836514023,0.08342621836514023
47,25.0,0.0,82.0,0.0,57.0,0.0877207043801517,87.7207043801517,-0.8810224722313919,86.83968190792031,0.08683968190792031
48,25.0,0.0,86.0,0.0,61.0,0.0906822890063791,90.68228900637916,-0.9823900195710561,89.69989898680811,0.08969989898680811
49,25.0,0.0,90.0,0.0,65.0,0.0947415093678734,94.74150936787346,0.09034553861716758,94.83185490649063,0.09483185490649064
50,25.0,0.0,94.0,0.0,69.0,0.1000981095111897,100.09810951118978,-2.5676457063677365,97.53046380482203,0.09753046380482204
51,25.0,0.0,98.0,0.0,73.0,0.1049472978095059,104.94729780950598,-1.0013770794395405,103.94592073006645,0.10394592073006645
52,25.0,0.0,102.0,0.0,77.0,0.1100569243749312,110.0569243749312,-0.7685863873010284,109.28833798763017,0.10928833798763017
53,25.0,0.0,106.0,0.0,81.0,0.1147109282957845,114.71092829578458,-1.7134705332346727,112.99745776254991,0.11299745776254991
54,25.0,0.0,110.0,0.0,85.0,0.1203276432927316,120.32764329273166,-0.22628679865025597,120.10135649408141,0.12010135649408142
55,25.0,0.0,114.0,0.0,89.0,0.1248068784610274,124.80687846102748,-0.2578010559276608,124.54907740509982,0.12454907740509982
56,25.0,0.0,118.0,0.0,93.0,0.1310369731683185,131.0369731683185,-0.572464296954027,130.46450887136447,0.13046450887136446
57,45.0,0.0,2.0,0.0,43.0,0.0807510602271614,80.75106022716142,1.0653684729049182,81.81642870006634,0.08181642870006633
58,45.0,0.0,6.0,0.0,39.0,0.0732393336944022,73.23933369440222,0.5187330471524327,73.75806674155466,0.07375806674155466
59,45.0,0.0,10.0,0.0,35.0,0.065727607161643,65.72760716164301,-0.5679906828018818,65.15961647884113,0.06515961647884114
60,45.0,0.0,14.0,0.0,31.0,0.0582158806288838,58.21588062888383,-0.6785455271863838,57.537335101697444,0.057537335101697444
61,45.0,0.0,18.0,0.0,27.0,0.0507041540961246,50.70415409612461,0.24022851873994278,50.94438261486455,0.05094438261486455
62,45.0,0.0,22.0,0.0,23.0,0.0431924275633654,43.192427563365406,-0.03601291773486995,43.156414645630534,0.04315641464563053
63,45.0,0.0,26.0,0.0,19.0,0.0356807010306062,35.68070103060621,0.7842381843627461,36.46493921496896,0.036464939214968954
64,45.0,0.0,30.0,0.0,15.0,0.028168974497847,28.168974497847007,-0.24248425426001427,27.926490243586994,0.027926490243586993
65,45.0,0.0,34.0,0.0,11.0,0.0206572479650878,20.657247965087805,-0.6988963314460808,19.958351633641726,0.019958351633641725
66,45.0,0.0,38.0,0.0,7.0,0.0131455214323286,13.145521432328604,0.5612302811082515,13.706751713436855,0.013706751713436854
67,45.0,0.0,50.0,0.0,5.0,0.009389658165949,9.389658165949005,-0.11336273074510314,9.2762954352039,0.009276295435203901
68,45.0,0.0,54.0,0.0,9.0,0.0169013846987082,16.901384698708206,-1.016412822296519,15.884971876411687,0.015884971876411687
69,45.0,0.0,58.0,0.0,13.0,0.0244131112314674,24.413111231467408,0.07884524859165325,24.49195648005906,0.02449195648005906
70,45.0,0.0,62.0,0.0,17.0,0.0319248377642265,31.924837764226595,2.8848699594416725,34.80970772366827,0.034809707723668266
71,45.0,0.0,66.0,0.0,21.0,0.0394365642969858,39.43656429698581,-1.6938373659744193,37.74272693101139,0.03774272693101139
72,45.0,0.0,70.0,0.0,25.0,0.046948290829745,46.94829082974501,-1.0106165447370352,45.93767428500798,0.04593767428500798
73,45.0,0.0,74.0,0.0,29.0,0.0544600173625042,54.46001736250421,-0.15035637862513437,54.30966098387908,0.05430966098387908
74,45.0,0.0,78.0,0.0,33.0,0.0619717438952634,61.971743895263415,0.3972037809214504,62.36894767618487,0.062368947676184866
75,45.0,0.0,82.0,0.0,37.0,0.0694834704280226,69.48347042802263,-0.8226338753640735,68.66083655265855,0.06866083655265855
76,45.0,0.0,86.0,0.0,41.0,0.0769951969607818,76.99519696078181,-0.6515191676741836,76.34367779310763,0.07634367779310763
77,45.0,0.0,90.0,0.0,45.0,0.084506923493541,84.50692349354102,1.3288590210596853,85.83578251460071,0.08583578251460071
78,45.0,0.0,94.0,0.0,49.0,0.0920186500263002,92.01865002630022,-0.535046775174568,91.48360325112566,0.09148360325112566
79,45.0,0.0,98.0,0.0,53.0,0.0995303765590594,99.53037655905942,-0.3060552034913938,99.22432135556802,0.09922432135556802
80,45.0,0.0,102.0,0.0,57.0,0.1070421030918186,107.04210309181862,-0.6947523171181414,106.34735077470047,0.10634735077470048
81,45.0,0.0,106.0,0.0,61.0,0.1145538296245778,114.55382962457784,0.5482822819863481,115.10211190656419,0.11510211190656419
82,45.0,0.0,110.0,0.0,65.0,0.122065556157337,122.065556157337,-0.2587436261813422,121.80681253115566,0.12180681253115566
83,45.0,0.0,114.0,0.0,69.0,0.1295772826900962,129.5772826900962,1.8958840159411408,131.47316670603735,0.13147316670603734
84,45.0,0.0,118.0,0.0,73.0,0.1358539854313429,135.85398543134298,0.25167244538176775,136.10565787672473,0.13610565787672474
85,65.0,0.0,2.0,0.0,63.0,0.0989801712040405,98.98017120404056,1.3142525982735795,100.29442380231414,0.10029442380231414
86,65.0,0.0,6.0,0.0,59.0,0.0955090423283474,95.5090423283474,0.8865119682126646,96.39555429656006,0.09639555429656006
87,65.0,0.0,10.0,0.0,55.0,0.0914290935987542,91.42909359875424,0.11110857101711244,91.54020216977135,0.09154020216977135
88,65.0,0.0,14.0,0.0,51.0,0.0879836669992487,87.98366699924878,-0.07884044541274708,87.90482655383603,0.08790482655383604
89,65.0,0.0,18.0,0.0,47.0,0.0837500522675677,83.7500522675678,0.06359209639693221,83.81364436396473,0.08381364436396473
90,65.0,0.0,22.0,0.0,43.0,0.078105985743936,78.10598574393603,0.9693314095292918,79.07531715346532,0.07907531715346532
91,65.0,0.0,26.0,0.0,39.0,0.0732393336944022,73.23933369440222,0.7407755358769529,73.98010923027917,0.07398010923027917
92,65.0,0.0,30.0,0.0,35.0,0.065727607161643,65.72760716164301,0.17136417350766958,65.89897133515068,0.06589897133515067
93,65.0,0.0,34.0,0.0,31.0,0.0582158806288838,58.21588062888382,0.8935158254542188,59.10939645433804,0.05910939645433804
94,65.0,0.0,38.0,0.0,27.0,0.0507041540961246,50.70415409612461,-0.6660859670819749,50.038068129042635,0.050038068129042636
95,65.0,0.0,42.0,0.0,23.0,0.0431924275633654,43.1924275633654,0.687880336341279,43.88030789970668,0.04388030789970668
96,65.0,0.0,46.0,0.0,19.0,0.0356807010306062,35.68070103060621,0.7109647842069461,36.39166581481315,0.03639166581481315
97,65.0,0.0,50.0,0.0,15.0,0.028168974497847,28.168974497847007,-0.14814657847564258,28.020827919371364,0.028020827919371362
98,65.0,0.0,54.0,0.0,11.0,0.0206572479650878,20.657247965087805,0.08485607944068005,20.742104044528485,0.020742104044528486
99,65.0,0.0,58.0,0.0,7.0,0.0131455214323286,13.145521432328604,0.9945492109081641,14.140070643236768,0.014140070643236769
100,65.0,0.0,70.0,0.0,5.0,0.009389658165949,9.389658165949005,-0.03889933085015621,9.350758835098848,0.009350758835098848
101,65.0,0.0,74.0,0.0,9.0,0.0169013846987082,16.901384698708206,0.6814288167594305,17.582813515467638,0.017582813515467637
102,65.0,0.0,78.0,0.0,13.0,0.0244131112314674,24.413111231467404,-0.19990765908053662,24.213203572386867,0.024213203572386866
103,65.0,0.0,82.0,0.0,17.0,0.0319248377642266,31.9248377642266,-1.106373949743889,30.81846381448271,0.030818463814482708
104,65.0,0.0,86.0,0.0,21.0,0.0394365642969858,39.43656429698581,-0.18634523931702485,39.25021905766878,0.03925021905766878
105,65.0,0.0,90.0,0.0,25.0,0.046948290829745,46.94829082974501,0.9312333160772903,47.8795241458223,0.0478795241458223
106,65.0,0.0,94.0,0.0,29.0,0.0544600173625042,54.4600173625042,0.8087579855276955,55.2687753480319,0.0552687753480319
107,65.0,0.0,98.0,0.0,33.0,0.0619717438952634,61.9717438952634,-0.27924921612405346,61.69249467913935,0.06169249467913935
108,65.0,0.0,102.0,0.0,37.0,0.0694834704280226,69.48347042802263,-0.6721888984317546,68.81128152959087,0.06881128152959087
109,65.0,0.0,106.0,0.0,41.0,0.0769951969607818,76.99519696078183,-0.32739532425232254,76.6678016365295,0.0766678016365295
110,65.0,0.0,110.0,0.0,45.0,0.084506923493541,84.50692349354102,-0.32774782358585675,84.17917566995517,0.08417917566995517
111,65.0,0.0,114.0,0.0,49.0,0.0920186500263002,92.01865002630022,0.8759637755820868,92.89461380188231,0.09289461380188231
112,65.0,0.0,118.0,0.0,53.0,0.0995303765590594,99.53037655905942,-0.9220316912783731,98.60834486778104,0.09860834486778104
113,85.0,0.0,2.0,0.0,83.0,0.1123141526354869,112.31415263548696,-0.8816165488818132,111.43253608660515,0.11143253608660515
114,85.0,0.0,6.0,0.0,79.0,0.1085242214183298,108.52422141832984,0.09568627502994363,108.61990769335979,0.10861990769335979
115,85.0,0.0,10.0,0.0,75.0,0.1033395809773622,103.33958097736225,-1.3263060230370542,102.0132749543252,0.1020132749543252
